D[-],D_dot[1/s],p[-],p_dot[1/s],Mises[MPa],Hydro[MPa],teq[-],eeq[-],V[mm^3],Sig_tri[-],LoadState
0.219054873,0.6169969443,0.3428041511,0.1485700066,309.75147697,-191.69027402,0.3453866274,0.0022599779,0.0017011043,-0.7189656159,Ty2Tx
0.2193164722,0.6171900643,0.3428677119,0.1486358849,309.64782974,-191.61725709,0.3454542473,0.0022625625,0.00170111,-0.7191063803,Ty2Tx
0.219447319,0.6173915461,0.3428995191,0.1487515917,309.59631877,-191.58084972,0.3454880892,0.0022638766,0.0017011128,-0.7191772261,Ty2Tx
0.2195781318,0.6172391993,0.3429313339,0.14880593,309.54437149,-191.5449083,0.3455219674,0.0022652078,0.0017011157,-0.7188253003,Ty2Tx
0.2197744025,0.6174294193,0.3429790777,0.1489132998,309.46622922,-191.4924243,0.3455728539,0.0022672574,0.00170112,-0.7189337634,Ty2Tx
0.219921671,0.6177022609,0.3430149193,0.1490640772,309.4078945,-191.45334547,0.3456110619,0.0022688349,0.0017011232,-0.7190150162,Ty2Tx
0.2200321611,0.6179088289,0.3430418251,0.1492063655,309.36408412,-191.42395393,0.3456397536,0.0022700467,0.0017011256,-0.7190743037,Ty2Tx
0.2201150687,0.6181948296,0.3430620186,0.1493113028,309.33108367,-191.40180871,0.3456612928,0.0022709692,0.0017011274,-0.7191181357,Ty2Tx
0.2202395116,0.6185729833,0.3430923377,0.1494469844,309.2809434,-191.3681224,0.3456936464,0.0022723809,0.0017011302,-0.7191829687,Ty2Tx
0.2203328938,0.6188848696,0.3431150962,0.1495709166,309.24318264,-191.3426853,0.345717944,0.0022734607,0.0017011322,-0.719228714,Ty2Tx
0.2204730741,0.6193138848,0.3431492669,0.1497006215,309.18555768,-191.30376447,0.3457544518,0.0022751125,0.0017011353,-0.719294294,Ty2Tx
0.2205431914,0.6195341973,0.343166365,0.1498103977,309.1567518,-191.28423842,0.3457727281,0.0022759508,0.0017011369,-0.7193220958,Ty2Tx
0.2206133385,0.6197700946,0.3431834745,0.149904473,309.12764745,-191.26444425,0.3457910236,0.002276799,0.0017011384,-0.7193479989,Ty2Tx
0.2207186229,0.6201038005,0.3432091574,0.1499981635,309.08334691,-191.23420491,0.3458185087,0.0022780916,0.0017011408,-0.7193826046,Ty2Tx
0.2207976198,0.6203285456,0.3432284403,0.1501551708,309.04992916,-191.2112017,0.3458391606,0.0022790837,0.0017011426,-0.7194009599,Ty2Tx
0.2209161974,0.6206933902,0.3432574083,0.1503626115,308.998759,-191.17576611,0.345870206,0.0022806031,0.0017011452,-0.7194204282,Ty2Tx
0.2209755092,0.6209037434,0.3432719086,0.1505314469,308.97314942,-191.15792672,0.3458857532,0.0022813759,0.0017011466,-0.7194243606,Ty2Tx
0.221034848,0.6211549893,0.3432864212,0.1506540118,308.94727742,-191.13985853,0.3459013213,0.0022821594,0.0017011479,-0.7194264052,Ty2Tx
0.2211239369,0.6216822094,0.3433082091,0.1507614455,308.90798107,-191.11247018,0.3459247046,0.0022833466,0.00170115,-0.7194275799,Ty2Tx
0.2211908925,0.622937335,0.3433246009,0.1512215353,308.87821497,-191.09156463,0.3459423086,0.0022842767,0.0017011515,-0.7194210471,Ty2Tx
0.2212411698,0.6236342015,0.3433369154,0.1514486134,308.85547749,-191.0754841,0.3459555409,0.0022849871,0.0017011526,-0.7194166154,Ty2Tx
0.2213169302,0.6263381219,0.3433555104,0.1523812095,308.81950282,-191.04945761,0.3459755505,0.0022861298,0.0017011544,-0.7193991469,Ty2Tx
0.2213549183,0.6279960487,0.3433648542,0.1531051676,308.80090717,-191.03563197,0.3459856206,0.0022867351,0.0017011553,-0.7193846801,Ty2Tx
0.2213930714,0.6305311658,0.3433742738,0.1543046714,308.78111599,-191.02047137,0.3459958001,0.0022873987,0.0017011562,-0.7193603994,Ty2Tx
0.2214510111,0.637884569,0.3433886649,0.1569692692,308.74681648,-190.99274373,0.3460114322,0.002288579,0.0017011576,-0.719294495,Ty2Tx
0.2214802906,0.6443405972,0.3433959568,0.1588807472,308.72789096,-190.97705715,0.346019385,0.0022892352,0.0017011583,-0.7192446793,Ty2Tx
0.221511208,0.6793768206,0.3434034764,0.1623872791,308.7038726,-190.95495797,0.3460276954,0.0022900431,0.0017011591,-0.7191333767,Ty2Tx
0.2215191322,0.6959275204,0.343405388,0.1643940746,308.69754178,-190.94863893,0.3460298119,0.0022902587,0.0017011593,-0.7190982393,Ty2Tx
0.2215274279,0.7277643979,0.3434073264,0.1651936028,308.69023768,-190.94083008,0.3460319855,0.002290494,0.0017011595,-0.7190523944,Ty2Tx
0.221531734,0.7548360175,0.3434083115,0.1666628389,308.68623847,-190.93631818,0.3460330989,0.0022906213,0.0017011596,-0.7190246088,Ty2Tx
0.2215363337,0.8050502108,0.3434093207,0.168496195,308.68147536,-190.93063681,0.3460342596,0.0022907656,0.0017011597,-0.7189879443,Ty2Tx
0.2215401295,0.8839921629,0.343410109,0.1721227377,308.67710207,-190.92499517,0.3460351868,0.0022908949,0.0017011598,-0.7189501365,Ty2Tx
0.2215411089,0.9116362455,0.3434103108,0.1753047324,308.67597143,-190.92345447,0.3460354244,0.0022909293,0.0017011599,-0.7189396241,Ty2Tx
0.2215422079,1.0316274054,0.343410516,0.1770994641,308.67556513,-190.92278766,0.3460356667,0.0022909694,0.0017011599,-0.7192687684,Ty2Tx
0.2215428213,1.1623658219,0.343410623,0.1826628851,308.67598223,-190.92310067,0.3460357926,0.0022909946,0.0017011599,-0.7192586761,Ty2Tx
0.2215429836,1.2307069259,0.3434106506,0.1866490098,308.67612503,-190.92319542,0.3460358251,0.0022910016,0.0017011599,-0.7192556805,Ty2Tx
0.2215432513,1.3543525748,0.3434106931,0.1880042813,308.67639711,-190.92336645,0.3460358769,0.0022910137,0.0017011599,-0.7192501785,Ty2Tx
0.2215437643,1.7328190677,0.3434107635,0.1977896305,308.67713229,-190.92381101,0.3460359677,0.0022910395,0.0017011599,-0.7192373018,Ty2Tx
0.2215443171,2.4944637298,0.3434108275,0.2220153321,308.67820075,-190.92439875,0.3460360559,0.0022910707,0.0017011599,-0.7192203021,Ty2Tx
0.2215446854,3.3238201926,0.3434108662,0.2522465587,308.67899487,-190.92478314,0.3460361116,0.0022910928,0.0017011599,-0.7192075741,Ty2Tx
0.2215454289,6.7119417819,0.3434109291,0.3523156881,308.68073866,-190.92555548,0.3460362125,0.0022911411,0.0017011599,-0.7191786779,Ty2Tx
0.2215456687,8.6510471186,0.3434109498,0.4642344716,308.68132192,-190.92577144,0.3460362449,0.0022911571,0.0017011599,-0.7191688555,Ty2Tx
0.2215460061,12.149872506,0.3434109769,0.5677928087,308.68208266,-190.92600753,0.3460362902,0.00229118,0.0017011599,-0.7191547438,Ty2Tx
0.2215463794,17.91312116,0.3434110064,0.7955548496,308.68290573,-190.92621459,0.3460363406,0.0022912058,0.0017011599,-0.7191388635,Ty2Tx
0.2215468241,28.403663734,0.3434110411,1.2237466005,308.68386662,-190.92637936,0.3460364014,0.0022912371,0.0017011599,-0.7191196405,Ty2Tx
0.221547127,38.637047687,0.3434110652,1.7022391149,308.68451043,-190.92643398,0.3460364436,0.0022912587,0.0017011599,-0.7191063542,Ty2Tx
0.2215476172,62.399601918,0.3434111037,2.6513414335,308.68550072,-190.926413,0.3460365134,0.0022912942,0.0017011599,-0.7190846726,Ty2Tx
0.2215479561,86.096305869,0.3434111311,3.8048993088,308.68616779,-190.92632577,0.3460365628,0.0022913192,0.0017011599,-0.7190695379,Ty2Tx
0.221548514,141.35877117,0.3434111761,6.0807743073,308.68716555,-190.92601928,0.3460366468,0.0022913608,0.0017011599,-0.7190444838,Ty2Tx
0.2215489081,199.35642379,0.3434112085,8.8161366072,308.68785024,-190.92572716,0.3460367073,0.0022913907,0.0017011599,-0.7190267529,Ty2Tx
0.2215496317,365.25504392,0.3434112639,13.553826126,308.68885747,-190.92509208,0.3460368204,0.0022914456,0.0017011599,-0.7189949626,Ty2Tx
0.2215502255,598.15925408,0.3434113073,19.352989819,308.68950788,-190.9244863,0.346036915,0.0022914908,0.0017011599,-0.7189696411,Ty2Tx
0.2215506394,831.90270834,0.343411337,25.124521698,308.68986478,-190.92396641,0.3460369824,0.0022915225,0.0017011599,-0.7189522784,Ty2Tx
0.2215513577,1439.6716807,0.3434113865,37.801358963,308.69028052,-190.92285306,0.3460371024,0.0022915779,0.0017011599,-0.7189228169,Ty2Tx
0.221553286,3814.6347724,0.3434115491,117.80748479,308.68994962,-190.91753057,0.3460375161,0.0022917524,0.00170116,-0.7188119932,Ty2Tx
0.2215554417,4071.1180978,0.3434119588,322.55569725,308.68739776,-190.90413298,0.3460385366,0.0022921254,0.0017011601,-0.7187244088,Ty2Tx
0.2215557896,478.54529336,0.3434122063,257.22479469,308.68270795,-190.894848,0.346039052,0.0022922801,0.0017011602,-0.7186407844,Ty2Tx
0.2215559733,229.83000736,0.3434123398,135.69031642,308.6788624,-190.88851069,0.3460393379,0.0022923579,0.0017011603,-0.7185960758,Ty2Tx
0.2215560939,147.51615563,0.3434124268,89.34886736,308.67597774,-190.88407332,0.3460395225,0.002292406,0.0017011603,-0.7185683351,Ty2Tx
0.2215562133,97.165949497,0.3434125116,59.184772666,308.67292853,-190.87958393,0.3460396997,0.0022924505,0.0017011603,-0.7185427096,Ty2Tx
0.2215563347,67.104114044,0.3434125953,40.085848164,308.66978164,-190.87508265,0.3460398701,0.0022924923,0.0017011604,-0.7185189536,Ty2Tx
0.2215564582,46.3009472,0.3434126782,27.178707388,308.66651218,-190.87056719,0.346040034,0.0022925313,0.0017011604,-0.7184969826,Ty2Tx
0.2215565844,32.179549834,0.3434127607,18.558700198,308.66315052,-190.86605952,0.3460401922,0.002292568,0.0017011604,-0.7184764815,Ty2Tx
0.2215567142,22.519436991,0.3434128435,12.75839407,308.65969447,-190.86155669,0.3460403457,0.0022926028,0.0017011605,-0.7184571525,Ty2Tx
0.2215568246,11.862757851,0.3434129281,9.031625097,308.65638422,-190.85728699,0.3460404969,0.0022926363,0.0017011605,-0.718513383,Ty2Tx
0.2215568596,-1.0066988446,0.343413016,6.4718984533,308.65320817,-190.853194,0.3460406492,0.0022926694,0.0017011606,-0.7184925196,Ty2Tx
0.2215569074,0.2400576206,0.3434131067,4.5315574,308.64979663,-190.84892461,0.3460408023,0.0022927016,0.0017011606,-0.7184721203,Ty2Tx
0.2215569688,0.842060263,0.3434132001,3.1781573455,308.64618793,-190.84453257,0.346040955,0.0022927326,0.0017011606,-0.7184524865,Ty2Tx
0.2215570457,1.0910747258,0.3434132968,2.2470379929,308.64239585,-190.84003936,0.3460411074,0.0022927624,0.0017011607,-0.7184336962,Ty2Tx
0.2215571414,1.161781532,0.343413398,1.6122569852,308.63841218,-190.83544479,0.3460412604,0.0022927909,0.0017011607,-0.7184157451,Ty2Tx
0.2215572616,1.1490097999,0.3434135056,1.177724508,308.63421268,-190.83073196,0.3460414161,0.0022928182,0.0017011607,-0.7183985907,Ty2Tx
0.2215574145,1.1007169756,0.3434136218,0.8761113266,308.62976056,-190.82587023,0.3460415774,0.0022928447,0.0017011608,-0.7183821836,Ty2Tx
0.2215576126,1.041008615,0.34341375,0.6662936954,308.62500413,-190.82081501,0.3460417483,0.0022928705,0.0017011608,-0.718366489,Ty2Tx
0.221557874,0.9813259396,0.3434138953,0.5207111311,308.61987168,-190.81550574,0.3460419348,0.0022928961,0.0017011608,-0.7183514941,Ty2Tx
0.2215582252,0.9258899528,0.3434140648,0.4195467582,308.61427565,-190.80986385,0.3460421449,0.0022929221,0.0017011609,-0.71833712,Ty2Tx
0.2215587049,0.8766309975,0.3434142692,0.3486438571,308.60807881,-190.80379501,0.3460423908,0.0022929491,0.0017011609,-0.7183235209,Ty2Tx
0.2215593689,0.8332511469,0.3434145234,0.2985400626,308.60114479,-190.79719276,0.346042689,0.0022929783,0.001701161,-0.7183106327,Ty2Tx
0.2215602995,0.7957582614,0.3434148497,0.2627787463,308.59327725,-190.78990481,0.346043064,0.0022930116,0.001701161,-0.718298408,Ty2Tx
0.2215616202,0.7650037116,0.3434152815,0.2373466211,308.58419375,-190.78167522,0.3460435529,0.0022930519,0.0017011611,-0.7182866965,Ty2Tx
0.2215635143,0.7398898847,0.3434158679,0.2190832049,308.57349207,-190.77213453,0.3460442105,0.0022931037,0.0017011612,-0.7182752711,Ty2Tx
0.221566246,0.717528885,0.3434166791,0.2052056079,308.56066409,-190.76093592,0.3460451149,0.0022931727,0.0017011613,-0.7182641586,Ty2Tx
0.2215702046,0.69778265,0.3434178176,0.194437207,308.54509473,-190.74766956,0.3460463803,0.0022932673,0.0017011615,-0.7182534331,Ty2Tx
0.2215759691,0.6807770953,0.3434194361,0.1862036261,308.5259807,-190.7317746,0.3460481771,0.0022934016,0.0017011617,-0.7182432591,Ty2Tx
0.221584401,0.6663422917,0.3434217667,0.1802838165,308.50230249,-190.71249244,0.3460507633,0.0022936004,0.001701162,-0.7182334709,Ty2Tx
0.2215967891,0.6543689741,0.3434251774,0.1772420907,308.47257997,-190.68861163,0.3460545538,0.0022939209,0.0017011624,-0.7182208122,Ty2Tx
0.2216150691,0.6446675858,0.3434302515,0.176987067,308.43415557,-190.65776859,0.3460602176,0.0022944749,0.001701163,-0.718199079,Ty2Tx
0.2216331975,0.639361721,0.3434353722,0.1794454574,308.39812028,-190.62842904,0.3460659635,0.0022951206,0.0017011637,-0.7181691681,Ty2Tx
0.2216512972,0.6375238713,0.3434406293,0.184867845,308.3610276,-190.59743558,0.3460718974,0.0022958876,0.0017011643,-0.7181353829,Ty2Tx
0.221660366,0.638083766,0.3434433169,0.1893903422,308.34168192,-190.58085476,0.3460749429,0.0022963152,0.0017011647,-0.71811815,Ty2Tx
0.2216694844,0.6401964154,0.3434461086,0.1971315619,308.32043937,-190.56217324,0.3460781235,0.0022968116,0.0017011651,-0.718096467,Ty2Tx
0.2216787119,0.6454495749,0.3434490931,0.2114133129,308.29560941,-190.53957087,0.3460815551,0.0022974326,0.0017011655,-0.7180659253,Ty2Tx
0.2216882199,0.6593296625,0.343452521,0.2439093469,308.26190304,-190.50720325,0.3460855585,0.0022983248,0.001701166,-0.718012037,Ty2Tx
0.2216931497,0.6762791904,0.3434545134,0.2846572761,308.23978989,-190.48457837,0.3460879262,0.0022989396,0.0017011663,-0.7179619853,Ty2Tx
0.221695694,0.6915573719,0.3434556238,0.3176607589,308.22645103,-190.47033022,0.3460892541,0.0022993107,0.0017011664,-0.7179266971,Ty2Tx
0.2216984024,0.7237336526,0.3434569804,0.3892387718,308.2084437,-190.45022727,0.3460908959,0.0022998247,0.0017011667,-0.7178718033,Ty2Tx
0.22169983,0.7522623568,0.3434577572,0.4458373967,308.19757039,-190.43753837,0.3460918421,0.0023001368,0.0017011668,-0.717833169,Ty2Tx
0.2217014129,0.8123736781,0.3434587726,0.584711062,308.18257219,-190.41918317,0.3460930963,0.0023005903,0.001701167,-0.7177711449,Ty2Tx
0.2217034597,0.9775487024,0.3434605081,0.9972241016,308.1533788,-190.38136219,0.3460952468,0.0023014455,0.0017011674,-0.7175108068,Ty2Tx
0.2217059844,1.1063393896,0.3434629532,1.3807722627,308.09999277,-190.31527749,0.3460981588,0.0023025694,0.0017011679,-0.7172140523,Ty2Tx
0.2217068824,1.0306154753,0.3434641287,1.8304867733,308.07935303,-190.2903351,0.346099642,0.0023031702,0.0017011682,-0.7171609613,Ty2Tx
0.2217078774,1.1243795038,0.343465567,2.2553022579,308.05543856,-190.261251,0.3461015523,0.0023039068,0.0017011684,-0.7171293993,Ty2Tx
0.2217085005,1.0269451039,0.3434662237,1.3579030559,308.04010394,-190.24741535,0.3461023591,0.0023041736,0.0017011685,-0.7162299536,Ty2Tx
0.2217091074,1.0600643422,0.3434667523,1.0978125342,308.02727157,-190.23695173,0.3461029953,0.0023043748,0.0017011686,-0.7162345207,Ty2Tx
0.2217096858,1.0348082435,0.3434672,0.9291411448,308.01620136,-190.22821655,0.3461035258,0.0023045347,0.0017011686,-0.716240648,Ty2Tx
0.2217102395,1.005746679,0.3434675878,0.8024570934,308.00639251,-190.2206428,0.3461039769,0.0023046634,0.0017011687,-0.7162470374,Ty2Tx
0.2217107786,0.9899751683,0.3434679555,0.7645810487,307.99750235,-190.21384913,0.3461044072,0.0023047882,0.0017011687,-0.7162529244,Ty2Tx
0.2217112914,0.9497300333,0.343468248,0.5966617695,307.9894117,-190.2078016,0.3461047292,0.0023048641,0.0017011688,-0.7162600342,Ty2Tx
0.2217117889,0.9304874958,0.343468532,0.5855845847,307.98199097,-190.20241055,0.3461050505,0.0023049438,0.0017011688,-0.7162689478,Ty2Tx
0.2217122776,0.9175662387,0.343468813,0.5816264787,307.97506941,-190.19731695,0.3461053728,0.0023050269,0.0017011688,-0.7162750207,Ty2Tx
0.2217129971,0.9033930465,0.3434692157,0.5546889127,307.96543925,-190.19013934,0.3461058332,0.0023051449,0.0017011689,-0.7162812189,Ty2Tx
0.2217140145,0.860582917,0.3434696772,0.4150518862,307.95269044,-190.18107086,0.3461063247,0.0023052333,0.0017011689,-0.716297186,Ty2Tx
0.221715004,0.8421704843,0.3434701391,0.4206392536,307.94120238,-190.17294964,0.3461068385,0.0023053404,0.001701169,-0.7163110062,Ty2Tx
0.2217159737,0.828276817,0.3434705883,0.4098534669,307.93063702,-190.16543128,0.3461073391,0.0023054463,0.001701169,-0.7163223782,Ty2Tx
0.2217173697,0.7995108408,0.3434711537,0.3389006065,307.91650154,-190.15557312,0.3461079426,0.002305542,0.0017011691,-0.7163405229,Ty2Tx
0.2217187293,0.7827342546,0.3434717035,0.3319237005,307.90375455,-190.14681516,0.346108541,0.0023056439,0.0017011691,-0.7163585163,Ty2Tx
0.221720065,0.7702485053,0.3434722413,0.3248393736,307.89199974,-190.13858827,0.3461091324,0.0023057476,0.0017011692,-0.716371527,Ty2Tx
0.2217220024,0.748131245,0.3434729366,0.2762473542,307.876231,-190.12778793,0.3461098696,0.0023058396,0.0017011693,-0.7163934773,Ty2Tx
0.2217238963,0.7342369168,0.3434736134,0.2705406789,307.86201285,-190.11820097,0.3461106002,0.0023059385,0.0017011693,-0.7164150745,Ty2Tx
0.2217257596,0.7236228131,0.3434742785,0.2662829959,307.84896182,-190.10928465,0.3461113265,0.0023060416,0.0017011694,-0.7164320566,Ty2Tx
0.2217284832,0.7072001201,0.3434751754,0.2369845115,307.83145418,-190.09746497,0.3461122831,0.0023061423,0.0017011695,-0.7164574602,Ty2Tx
0.2217311569,0.6962004138,0.3434760506,0.2322298315,307.81566445,-190.08693453,0.3461132287,0.0023062488,0.0017011696,-0.7164819733,Ty2Tx
0.2217337934,0.6874440522,0.343476909,0.2278815397,307.80120753,-190.07718628,0.3461141639,0.0023063574,0.0017011697,-0.7165019776,Ty2Tx
0.2217376599,0.6738770576,0.3434780837,0.2061925974,307.78198583,-190.06447424,0.3461154196,0.0023064626,0.0017011698,-0.7165331187,Ty2Tx
0.221741465,0.6646689374,0.3434792367,0.2031912734,307.76480085,-190.05326448,0.3461166688,0.0023065782,0.00170117,-0.7165624602,Ty2Tx
0.2217452255,0.6575414165,0.3434803767,0.2012055048,307.74918606,-190.04294946,0.3461179166,0.0023067018,0.0017011701,-0.7165859768,Ty2Tx
0.2217507701,0.647342501,0.3434819801,0.1874363571,307.7284947,-190.02937492,0.3461196522,0.002306836,0.0017011703,-0.7166190886,Ty2Tx
0.2217562439,0.640009381,0.3434835559,0.1846111783,307.71004883,-190.01735468,0.3461213745,0.0023069781,0.0017011705,-0.7166494418,Ty2Tx
0.2217616629,0.6341691435,0.343485108,0.1819225521,307.69338987,-190.00646982,0.3461230787,0.0023071218,0.0017011707,-0.7166760329,Ty2Tx
0.2217696639,0.6253170211,0.3434873072,0.1710752524,307.67184905,-189.9927614,0.346125475,0.0023072817,0.001701171,-0.71671656,Ty2Tx
0.2217775757,0.6191405195,0.3434894806,0.1695370313,307.65309505,-189.98102472,0.3461278654,0.0023074575,0.0017011713,-0.7167532416,Ty2Tx
0.2217854216,0.6143781785,0.3434916409,0.1687632745,307.63650303,-189.97052204,0.3461302594,0.002307648,0.0017011716,-0.7167822972,Ty2Tx
0.2217970642,0.608236148,0.3434947687,0.1623190932,307.61520018,-189.95703367,0.3461337148,0.0023078881,0.001701172,-0.7168197505,Ty2Tx
0.2218086098,0.6036720354,0.343497858,0.1605010776,307.59683841,-189.94553253,0.3461371469,0.0023081358,0.0017011725,-0.7168538954,Ty2Tx
0.2218200688,0.5996289276,0.3435008825,0.1569803029,307.58098653,-189.93581911,0.3461405048,0.002308364,0.0017011729,-0.7168869974,Ty2Tx
0.2218314621,0.5965357487,0.3435038832,0.1558898741,307.56719409,-189.92745499,0.3461438492,0.0023085991,0.0017011734,-0.7169161626,Ty2Tx
0.2218428043,0.5941043912,0.3435068638,0.1549070052,307.55505822,-189.92010577,0.3461471784,0.0023088372,0.0017011738,-0.7169418348,Ty2Tx
0.2218597077,0.5907248782,0.3435112358,0.1512719481,307.54000335,-189.91136804,0.3461520517,0.0023091575,0.0017011745,-0.7169806368,Ty2Tx
0.2218765399,0.5885201525,0.343515596,0.1510822527,307.52742066,-189.90416926,0.3461569336,0.0023094979,0.0017011751,-0.7170131274,Ty2Tx
0.2218933199,0.5869033566,0.3435199347,0.1503974801,307.5167238,-189.89807657,0.3461617973,0.0023098411,0.0017011758,-0.7170412101,Ty2Tx
0.2219100446,0.5852595043,0.3435242018,0.1476963056,307.50771876,-189.89323591,0.3461665652,0.0023101497,0.0017011764,-0.7170707155,Ty2Tx
0.2219267293,0.5841275053,0.343528456,0.1474254228,307.50015194,-189.88946232,0.346171331,0.0023104675,0.0017011771,-0.7170990658,Ty2Tx
0.2219433878,0.5833966609,0.3435327068,0.1474280408,307.49375756,-189.88641754,0.3461760976,0.0023107931,0.0017011777,-0.7171241712,Ty2Tx
0.2219682972,0.5817892709,0.3435390548,0.1467977395,307.48623827,-189.88315134,0.3461832187,0.0023112765,0.0017011787,-0.7169043164,Ty2Tx
0.2219931832,0.5815476958,0.3435453536,0.14565614,307.48048921,-189.88130353,0.3461902776,0.00231174,0.0017011797,-0.7169356853,Ty2Tx
0.2220180204,0.5805858229,0.3435516382,0.1453960268,307.47602776,-189.88023252,0.3461973219,0.0023122035,0.0017011806,-0.7169334929,Ty2Tx
0.2220428704,0.5810414253,0.3435579126,0.1452053362,307.47248564,-189.87967501,0.346204351,0.0023126641,0.0017011815,-0.7169589435,Ty2Tx
0.2220801491,0.5813570109,0.3435672576,0.1441391667,307.46864958,-189.87993073,0.3462147917,0.0023133146,0.0017011829,-0.7169993202,Ty2Tx
0.2221174675,0.5821387259,0.3435766233,0.144596363,307.46567927,-189.8805101,0.3462252585,0.0023139803,0.0017011843,-0.717033722,Ty2Tx
0.2221548379,0.5830675018,0.3435859906,0.1446610268,307.46303992,-189.88102895,0.3462357126,0.0023146387,0.0017011856,-0.7170652882,Ty2Tx
0.2221922691,0.5840994259,0.3435953564,0.1446388099,307.46035631,-189.88118264,0.3462461494,0.0023152846,0.001701187,-0.7170938106,Ty2Tx
0.2222485046,0.5852916477,0.3436093048,0.143553147,307.45645518,-189.88210082,0.3462616293,0.0023161715,0.0017011889,-0.717151361,Ty2Tx
0.2223048853,0.5868970519,0.3436233539,0.1447799082,307.45197945,-189.88196573,0.3462772302,0.0023171046,0.0017011908,-0.7171945954,Ty2Tx
0.2223614134,0.5884979895,0.3436374211,0.1449736603,307.44639149,-189.88055381,0.3462928179,0.002318017,0.0017011927,-0.7172360935,Ty2Tx
0.2224180778,0.5899480427,0.3436514975,0.1450331797,307.43942223,-189.87766724,0.3463083815,0.0023189014,0.0017011946,-0.7172754041,Ty2Tx
0.2225032988,0.5915607935,0.3436726547,0.1453019457,307.42580846,-189.87063974,0.3463316884,0.0023201756,0.0017011974,-0.7172443679,Ty2Tx
0.2226313253,0.5929320846,0.3437040779,0.1438934589,307.40552435,-189.86414413,0.3463662016,0.0023218873,0.0017012014,-0.7173907576,Ty2Tx
0.2227598591,0.5953256482,0.3437359061,0.1460048956,307.38167671,-189.85276221,0.3464011879,0.0023237766,0.0017012054,-0.7174775094,Ty2Tx
0.2228887732,0.597164904,0.3437677384,0.1459799483,307.35414959,-189.83821513,0.3464360469,0.0023255692,0.0017012092,-0.717577068,Ty2Tx
0.2230180167,0.598730188,0.3437996726,0.1464886735,307.32325035,-189.82047174,0.3464709763,0.002327359,0.0017012131,-0.7176674573,Ty2Tx
0.2231475336,0.6000380766,0.3438316136,0.1464975335,307.28943555,-189.80030338,0.3465058542,0.0023290951,0.0017012168,-0.7177644478,Ty2Tx
0.2232772779,0.6011221127,0.3438636117,0.146783012,307.25324938,-189.77802994,0.3465407651,0.0023308219,0.0017012206,-0.7178576472,Ty2Tx
0.2234072288,0.6020907864,0.3438956329,0.1468724275,307.21489117,-189.75370126,0.3465756672,0.0023325208,0.0017012243,-0.717949478,Ty2Tx
0.223537361,0.6029308272,0.3439276932,0.1470493066,307.17456362,-189.72747818,0.346610591,0.0023342074,0.001701228,-0.7180389368,Ty2Tx
0,0,9.5398722125E-017,9.5398722125E-014,14.550118031,-0.1894691942,5.9284582311E-005,5.9284582311E-005,0.0016973596,-0.0116305398,TyCx
0,0,9.5255287856E-017,-1.4343593895E-016,29.100365389,-0.3805895496,0.0001185691,0.0001185691,0.0016973615,-0.0116864528,TyCx
0,0,9.3917396408E-017,-8.9193554502E-016,50.92598184,-0.6703660491,0.0002074958,0.0002074958,0.0016973643,-0.0117703213,TyCx
0,0,9.3917420841E-017,1.6917702218E-021,83.664967214,-1.1119967412,0.0003408857,0.0003408857,0.0016973685,-0.0118961214,TyCx
0,0,6.5792736417E-013,1.9491361384E-010,132.77473545,-1.7901162171,0.00054097,0.00054097,0.0016973746,-0.0120848155,TyCx
0,0,7.3264310467E-006,0.0014471961,204.63541397,-2.8258271924,0.0008412024,0.0008342367,0.0016973835,-0.0124409844,TyCx
0,0,0.0001035118,0.025332797,237.78955212,-3.5086120273,0.0010681377,0.0009717655,0.0016973895,-0.0131416772,TyCx
0,0,0.0002283991,0.0438562917,251.35969802,-3.9539480371,0.0012403227,0.0010283451,0.0016973935,-0.0138316996,TyCx
0,0,0.0004589723,0.0539796991,262.00289644,-4.4900982977,0.0015006397,0.0010719855,0.0016973988,-0.0150929097,TyCx
0,0,0.0008325278,0.058302202,271.17828108,-5.0581085316,0.0018932429,0.0011076768,0.0016974047,-0.0167303961,TyCx
0,0,0.0014078174,0.0598584531,280.09283457,-5.6286719715,0.002483651,0.0011401453,0.0016974111,-0.0184303088,TyCx
0,0,0.0022788213,0.0604181753,289.14060111,-6.1975305137,0.0033695841,0.001172114,0.0016974185,-0.0200561195,TyCx
0,0,0.0035906244,0.0606629676,298.17663016,-6.612174996,0.0046978022,0.0012044474,0.0016974267,-0.0210631272,TyCx
0,0,0.0045714735,0.0604788193,304.51074991,-7.0989671529,0.0056933811,0.0012278496,0.0016974278,-0.022366677,TyCx
0,0,0.006055248,0.0609912763,309.83971228,-7.1254936145,0.0071876417,0.0012477149,0.0016974334,-0.0221945832,TyCx
0,0,0.0075391229,0.0609962727,314.68652057,-7.224016048,0.0086821688,0.0012661315,0.0016974342,-0.0222732044,TyCx
0,0,0.0090261517,0.0611260362,318.55130203,-7.1190312289,0.0101775211,0.0012810337,0.001697433,-0.0217573646,TyCx
0,0,0.0105156563,0.0612279478,321.74130976,-6.8439853406,0.0116737734,0.0012935117,0.0016974301,-0.0207553269,TyCx
0,0,0.0120072136,0.0613124995,324.44562434,-6.4223246604,0.0131709596,0.0013042554,0.0016974258,-0.0193422745,TyCx
0,0,0.0135005387,0.0613853477,326.79023352,-5.8702652828,0.0146691133,0.0013137327,0.0016974202,-0.0175658757,TyCx
